crawl_date,property_name,property_id,competitor_name,is_own,channel,course_name,play_date,day_of_week,time_of_day,fee_min_krw,fee_avg_krw,fee_max_krw,fee_min_usd,fee_avg_usd,fee_max_usd
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-21,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-21,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-21,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-21,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-21,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-22,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-22,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-22,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-22,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-22,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-22,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-23,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-23,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-23,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-23,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-23,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-23,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-24,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-24,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-24,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-24,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-24,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-24,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-25,주말,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-25,주말,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-25,주말,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-25,주말,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-25,주말,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-25,주말,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-26,주말,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-26,주말,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-26,주말,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-26,주말,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-26,주말,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-26,주말,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-27,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-27,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-27,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-27,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-27,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-27,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-28,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-28,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-28,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-28,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-28,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-28,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-29,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-29,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-29,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-29,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-29,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-29,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-30,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-30,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-30,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-30,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-30,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-04-30,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-05-01,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-05-01,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-05-01,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-05-01,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-05-01,주중,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-05-01,주중,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-05-02,주말,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-05-02,주말,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-05-02,주말,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-05-02,주말,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-05-02,주말,오전,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 망길라오,golf_guam_mangilao,자사,True,몽키트래블,망길라오 골프 클럽,2026-05-02,주말,오후,276293,276293,276293,188.0,188.0,188.0
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,AGL,레오팔레스 리조트 CC,2026-04-18,주말,최저가,203300,203300,203300,138.33,138.33,138.33
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,AGL,탈로포포 골프 클럽,2026-04-18,주말,최저가,220900,220900,220900,150.31,150.31,150.31
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,KKday,탈로포포 골프 클럽,2026-04-18,주말,최저가,230291,230291,230291,156.7,156.7,156.7
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-19,주말,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-19,주말,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-19,주말,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-19,주말,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-19,주말,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-20,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-20,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-20,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-20,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-20,주중,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-20,주중,오후,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-21,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-21,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-21,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-21,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-21,주중,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-21,주중,오후,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-22,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-22,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-22,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-22,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-22,주중,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-22,주중,오후,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-23,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-23,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-23,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-23,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-23,주중,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-23,주중,오후,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-24,주중,오전,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-24,주중,오후,167269,167269,167269,113.82,113.82,113.82
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-24,주중,오전,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,레오팔레스 리조트 CC,False,몽키트래블,레오팔레스 리조트 CC,2026-04-24,주중,오후,171750,171750,171750,116.87,116.87,116.87
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-24,주중,오전,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,자사,True,몽키트래블,탈로포포 골프 클럽,2026-04-24,주중,오후,216554,216554,216554,147.35,147.35,147.35
2026-04-18,소노펠리체CC 괌 탈로포포,golf_guam_talofofo,CCP (컨트리 클럽 오브 더 퍼시픽),False,몽키트래블,CCP (컨트리 클럽 오브 더 퍼시픽),2026-04-25,주말,오전,167269,167269,167269,113.82,113.82,113.82
